Summary_file = csu-N09.sum
Title = south plots
      year     month       day day_month         period          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)          sw_dep(5)          sw_dep(6)          sw_dep(7)          sw_dep(8)          sw_dep(9)         sw_dep(10)         sw_dep(11)         sw_dep(12)         sw_dep(13)         sw_dep(14)         sw_dep(15)         sw_dep(16)         sw_dep(17)         sw_dep(18)         sw_dep(19)         sw_dep(20)             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)            no3(11)            no3(12)            no3(13)            no3(14)            no3(15)            no3(16)            no3(17)            no3(18)            no3(19)            no3(20)             nh4(1)             nh4(2)             nh4(3)             nh4(4)             nh4(5)             nh4(6)             nh4(7)             nh4(8)             nh4(9)            nh4(10)            nh4(11)            nh4(12)            nh4(13)            nh4(14)            nh4(15)            nh4(16)            nh4(17)            nh4(18)            nh4(19)            nh4(20)        no3_025       no3_2590        nh4_025       nh4_2590     sw_dep_025    sw_dep_2590   sw_dep_90180        no3_030       no3_3080        nh4_030       nh4_3080     sw_dep_030    sw_dep_3080           rain           W_ep           L_ep           C_ep          swdep             es         runoff          drain             eo              h       drain_25       drain_90       leach_25       leach_90       cum_rain         cum_ET      cum_drain          cum_E          cum_T          no3()          nh4()      nit_tot()      leach_no3         urea()       biom_n()        fom_n()        hum_n() sum@soiln2.dnit[] sum@soiln2.dlt_n_min[]      residue_n     residue_wt  residue_cover  L_dlt_n_fixed  C_dlt_n_fixed       W_plantn        W_topsn    L_biomass_n     L_n_uptake    C_biomass_n     C_n_uptake    cum_nmin010   cum_nmin1020   cum_nmin2030        no3_010        nh4_010      fom_n_010     biom_n_010      hum_n_010     no3_sol_20     no3_sol_30     no3_sol_50     no3_sol_90       drain180
    (year)   (month)     (day)     (day)             ()               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()            (?)            (?)            (?)            (?)           (mm)            (?)            (?)            (?)            (?)           (mm)             ()             ()             ()             ()             ()             ()             ()             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)            (?)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)               (?)                    (?)        (kg/ha)        (kg/ha)      (m^2/m^2)            (?)            (?)        (kg/ha)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()             ()             ()             ()             ()             ()             ()             ()         (ug/g)         (ug/g)         (ug/g)         (ug/g)             ()
      1995        11       319        15          6.000              1.400              6.077             12.357             16.419             16.319             17.216             28.884             46.215             55.269             60.552             59.963             64.745             65.180             62.861             65.724             63.280             64.675             66.039             49.561             16.522              4.142              9.327             23.363              6.899              4.120              7.474             10.116             12.829              9.128              6.251              3.698              2.763              2.450              2.257              2.267              2.156              2.156              2.152              1.594              0.531              0.904              0.549              0.876              0.224              0.195              0.141              0.114              0.025              0.017              0.010              0.004              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         43.731         39.103          2.553          0.484         36.253        136.269        278.074         45.791         32.479          2.651          0.377         44.413        100.475              ?              ?              ?              ?        839.257              ?              ?              ?              ?          0.000          5.764         -0.965          5.522          0.576        172.200        178.970          2.983        104.174         74.796        115.673          3.083       6326.809              ?          0.000        116.179         28.196       6063.676                 ?                      ?         69.644       3433.458          0.497              ?              ?          0.000          0.000          9.755          9.755          0.000          0.000         27.006          9.320          7.961         21.257          1.745          2.439         62.298       1251.788         42.021         25.245         35.021         16.515         -0.475
      1995        11       334        30          6.000              2.376              9.330             14.965             20.851             21.047             27.192             43.092             61.889             63.671             65.704             62.801             65.213             65.163             62.822             65.687             63.240             64.638             66.005             49.536             16.514              1.437              2.320              3.532              8.340             12.043             14.150             20.896             21.995             13.244              7.529              4.063              2.817              2.464              2.267              2.277              2.164              2.165              2.161              1.601              0.533              0.589              1.201              1.861              0.860              0.617              0.384              0.312              0.061              0.024              0.008              0.004              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         15.629         75.706          4.511          1.386         47.522        185.055        290.716         21.650         63.062          4.819          1.066         58.046        142.697              ?              ?              ?              ?        911.736              ?              ?              ?              ?          0.000         83.817          7.438         43.309          2.291        300.200        234.307          3.163        115.737        118.570        127.997          5.945       6335.733              ?          0.000        118.827         22.085       6060.878                 ?                      ?         64.414       3246.654          0.478              ?              ?          0.000          0.000          9.444          9.444          0.000          0.000         33.864         11.039          9.514          4.934          2.410          2.161         62.652       1250.289         39.999         57.218         48.492         20.800         -0.505
      1995        12       335         1          7.000              2.300              9.211             14.959             20.810             21.037             27.078             43.050             61.645             63.516             65.508             62.888             65.382             65.172             62.820             65.684             63.237             64.636             66.003             49.535             16.513              1.446              2.655              3.754              8.506             12.191             14.263             21.047             21.954             13.225              7.514              4.083              2.829              2.465              2.268              2.278              2.165              2.165              2.161              1.601              0.533              0.618              1.205              1.887              0.861              0.628              0.390              0.315              0.061              0.024              0.008              0.004              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         16.361         76.068          4.571          1.406         47.280        184.568        290.708         22.456         63.360          4.885          1.080         57.799        142.292              ?              ?              ?              ?        910.983              ?              ?              ?              ?          0.000          0.000          0.068         -0.012          0.020          0.400          1.140          0.012          0.534          0.606        129.103          6.024       6336.230              ?          0.000        118.900         21.556       6060.646                 ?                      ?         64.164       3236.882          0.477              ?              ?          0.000          0.000          9.431          9.431          0.000          0.000         34.238         11.191          9.671          5.352          2.452          2.148         62.650       1250.185         40.874         57.951         48.891         20.821         -0.002
      1995        12       350        16          7.000              1.336              7.874             13.746             19.359             19.378             22.485             34.998             53.049             59.533             63.673             62.437             66.437             65.680             62.860             65.657             63.200             64.601             65.970             49.510             16.505              1.967              6.014             11.162             10.828             13.767             15.714             22.781             21.963             13.282              7.424              4.152              2.930              2.503              2.281              2.288              2.174              2.174              2.170              1.608              0.535              0.608              1.005              1.968              0.556              0.404              0.290              0.226              0.060              0.027              0.010              0.004              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         29.971         80.866          4.137          0.993         42.315        159.676        287.993         36.854         67.341          4.339          0.778         52.004        120.221              ?              ?              ?              ?        878.288              ?              ?              ?              ?          0.000          0.000         -0.344         -0.177          0.077         38.100         71.356          0.190         14.974         56.382        147.715          5.181       6345.934              ?          0.000        118.571         17.219       6057.248                 ?                      ?         59.103       3062.729          0.458              ?              ?          0.000          0.000          9.227          9.227          0.000          0.000         41.745         12.956         11.259         11.702          2.269          2.018         62.068       1248.439         55.930         71.045         65.091         22.311          0.049
      1995        12       365        31          7.000              1.317              8.003             13.559             18.357             18.393             21.654             33.458             48.291             56.076             62.195             61.832             66.216             65.968             63.035             65.670             63.173             64.568             65.938             49.486             16.497              1.823              7.511             17.220             12.620             14.753             16.780             23.724             22.229             13.553              7.471              4.157              2.958              2.533              2.300              2.300              2.184              2.183              2.179              1.614              0.537              0.554              1.006              1.523              0.377              0.279              0.233              0.173              0.037              0.020              0.010              0.004              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         39.174         84.263          3.460          0.732         41.236        149.834        284.249         46.550         70.110          3.600          0.582         50.432        112.600              ?              ?              ?              ?        863.689              ?              ?              ?              ?          0.000          0.000         -0.917         -0.294          0.112         64.500        112.184          0.355         26.578         85.606        160.630          4.239       6354.932              ?          0.000        119.395         15.671       6054.996                 ?                      ?         67.752       3733.423          0.526              ?              ?          0.000          0.000          7.824          7.824          0.000          0.000         46.506         14.068         12.321         15.074          2.068          2.122         63.048       1247.396         68.746         80.210         70.905         24.168          0.282
      1996         1        15        15          7.000              4.489             11.339             16.923             25.560             25.799             29.451             44.843             64.305             65.193             67.111             65.404             69.729             69.823             67.716             69.900             67.824             68.869             69.940             52.468             17.491              1.279              1.171              1.276              2.115              3.234              5.687             15.484             30.464             31.430             25.818             17.073             10.764              6.231              3.862              2.976              2.498              2.373              2.325              1.711              0.567              0.592              1.004              1.641              0.780              0.553              0.271              0.215              0.077              0.038              0.015              0.005              0.004              0.003              0.004              0.003              0.003              0.003              0.003              0.002              0.001          5.841         70.584          4.017          1.135         58.311        196.994        304.663          7.458         53.252          4.293          0.840         71.211        151.499              ?              ?              ?              ?        974.176              ?              ?              ?              ?          0.000        171.009        114.000         42.895         50.192        283.300        147.550         73.304         45.151        102.399        168.339          5.217       6359.159              ?          0.000        119.722         13.849       6052.032                 ?                      ?         78.665       4210.858          0.569              ?              ?          0.000          0.000          5.907          5.907          0.000          0.000         53.768         15.675         13.562          2.875          2.143          1.999         63.726       1245.913          8.276         12.537         34.530         48.211         99.071
      1996         1        22        22          7.000              8.330             16.919             20.896             28.254             28.078             31.604             47.252             64.656             64.979             66.064             64.570             68.969             69.162             67.023             69.378             67.246             68.372             69.513             52.162             17.389              0.249              1.312              2.837              4.081              4.637              6.458             16.139             30.181             31.089             25.335             17.003             10.903              6.384              3.940              2.998              2.477              2.336              2.283              1.679              0.557              0.387              1.072              2.068              1.059              0.619              0.294              0.235              0.062              0.025              0.009              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001          8.479         72.960          4.586          1.222         74.399        204.079        301.255         10.797         55.097          4.896          0.900         88.438        157.551              ?              ?              ?              ?        990.817              ?              ?              ?              ?          0.000        186.438        116.416         45.021         51.360        327.300        166.180         82.034         52.445        113.735        172.876          5.854       6361.572              ?          0.000        117.981         14.680       6050.180                 ?                      ?         84.162       4406.770          0.586              ?              ?          0.000          0.000          1.832          1.832          0.000          0.000          0.505          0.129          0.103          2.507          2.148          2.371         63.039       1245.122         14.443         16.516         34.155         47.844        104.677
      1996         2        37         6          7.000              7.031             14.174             19.051             23.351             23.682             28.283             43.978             62.863             64.150             66.138             64.768             69.165             69.339             67.201             69.511             67.380             68.484             69.605             52.224             17.410              0.841              2.718              3.850              2.810              2.910              2.998              6.016             12.343             17.917             22.733             23.370             22.565             18.067             12.815              9.049              5.921              4.183              3.185              2.032              0.646              0.554              1.170              2.361              0.795              0.597              0.286              0.248              0.066              0.029              0.011              0.004              0.003              0.003              0.004              0.003              0.004              0.003              0.003              0.002              0.001         10.219         33.225          4.880          1.212         63.607        190.881        301.485         11.674         22.812          5.179          0.899         75.448        146.965              ?              ?              ?              ?        967.789              ?              ?              ?              ?          0.000        331.789        269.795         53.879        111.101        508.500        218.515        233.930         90.620        127.895        176.972          6.147       6355.787              ?          0.000        115.049         11.560       6046.058                 ?                      ?         81.962       4241.366          0.572              ?              ?          0.000          0.000          2.766          2.766          0.000          0.000          7.821          2.360          1.864          4.842          2.511          1.966         61.581       1243.256         12.035         12.287         13.679         27.930        257.304
      1996         2        52        21          7.000              1.307              6.797             12.286             19.353             19.357             22.243             34.343             50.629             56.903             62.205             62.247             67.578             68.106             66.033             68.577             66.421             67.642             68.861             51.689             17.232              2.401              4.776              8.086              5.311              4.272              3.702              6.492             11.060             15.787             19.392             19.710             21.599             17.507             12.553              8.999              5.935              4.211              3.190              2.017              0.640              0.762              0.645              1.654              0.483              0.350              0.201              0.168              0.053              0.023              0.009              0.004              0.002              0.002              0.002              0.002              0.002              0.002              0.002              0.002              0.001         20.574         33.419          3.544          0.784         39.743        155.023        288.587         22.710         23.390          3.719          0.597         49.422        116.894              ?              ?              ?              ?        889.811              ?              ?              ?              ?          0.000        332.206        269.849         53.970        111.058        527.500        305.746        243.680        103.084        202.662        177.641          4.370       6350.871              ?          0.000        114.453         11.267       6043.138                 ?                      ?         75.764       3902.074          0.542              ?              ?          0.000          0.000          7.805          7.805          0.000          0.000         13.251          3.768          3.228          9.872          1.958          2.133         62.428       1242.074         27.444         22.067         18.904         27.744        261.695
      1996         3        67         7          7.000              2.727              8.010             13.451             19.810             18.294             21.340             32.922             47.428             54.637             57.781             57.755             66.403             67.234             65.230             67.935             65.759             67.056             68.331             51.301             17.103              1.813              4.767             13.036              8.363              5.089              4.386              7.023             11.052             15.525             18.627             18.954             21.113             17.147             12.305              8.874              5.871              4.176              3.161              1.990              0.634              0.515              0.999              1.860              0.455              0.215              0.150              0.118              0.029              0.012              0.008              0.004              0.003              0.003              0.003              0.002              0.003              0.002              0.002              0.002              0.001         27.979         35.312          3.829          0.518         43.998        147.303        276.492         30.524         25.006          3.937          0.405         53.145        110.837              ?              ?              ?              ?        870.507              ?              ?              ?              ?          0.000        332.206        269.783         54.051        111.000        558.900        352.024        248.103        109.347        242.677        183.904          4.384       6355.998              ?          0.000        114.540         12.194       6040.977                 ?                      ?         71.049       3702.827          0.523              ?              ?          0.000          0.000         10.013         10.013          0.000          0.000         17.679          4.822          4.180         10.925          2.134          2.364         63.117       1241.172         42.218         27.818         21.333         28.414        262.377
      1996         3        82        22          7.000              1.299              5.804             12.221             17.377             16.882             20.435             31.684             46.133             53.731             56.235             55.097             65.596             66.691             64.724             67.511             65.314             66.652             67.957             51.023             17.011              3.320              6.407             13.385              9.480              5.602              4.926              7.439             11.069             15.373             18.202             18.865             20.780             16.997             12.176              8.796              5.825              4.150              3.139              1.970              0.630              0.735              0.614              1.501              0.242              0.125              0.130              0.100              0.023              0.010              0.006              0.002              0.003              0.003              0.003              0.002              0.003              0.003              0.002              0.002              0.001         32.592         36.722          3.092          0.383         36.701        141.999        270.484         35.393         26.235          3.155          0.315         45.142        106.693              ?              ?              ?              ?        849.377              ?              ?              ?              ?          0.000        332.206        269.783         54.193        110.965        562.100        373.790        250.668        114.808        258.982        188.531          3.509       6363.854              ?          0.000        116.885         14.982       6039.947                 ?                      ?         66.731       3599.431          0.513              ?              ?          0.000          0.000         11.213         11.213          0.000          0.000         19.570          5.313          4.772         14.189          1.849          3.013         65.420       1240.925         54.556         33.185         23.478         28.611        262.419
      1996         4        97         6          7.000              1.288              4.403             12.204             16.364             16.386             19.458             30.490             45.388             53.288             55.568             54.488             65.059             66.316             64.364             67.205             64.989             66.352             67.677             50.813             16.940              4.899              5.306             13.539              9.924              5.828              5.402              7.842             11.180             15.363             18.105             19.017             20.571             16.893             12.128              8.764              5.804              4.137              3.129              1.960              0.628              0.757              0.705              1.277              0.171              0.131              0.092              0.071              0.022              0.011              0.005              0.002              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         33.668         37.934          2.910          0.322         34.259        138.366        268.075         36.582         27.338          2.975          0.250         42.452        103.529              ?              ?              ?              ?        839.041              ?              ?              ?              ?          0.000        332.206        269.783         54.356        110.935        562.100        382.397        252.400        116.229        266.168        190.417          3.265       6369.151              ?          0.000        117.423         18.667       6039.380                 ?                      ?         68.222       3926.141          0.544              ?              ?          0.000          0.000         11.339         11.339          0.000          0.000         20.060          5.478          4.941         14.718          1.888          3.677         65.886       1240.862         60.642         35.569         25.720         28.830        262.298
      1996         4       112        21          7.000              1.276              3.537             12.059             16.296             16.309             18.264             29.221             44.807             52.996             55.098             53.873             62.701             65.895             64.069             66.965             64.735             66.117             67.455             50.646             16.885              6.087              4.647             13.536             10.154              6.007              5.691              8.099             11.284             15.374             18.060             19.043             20.340             16.771             12.092              8.766              5.803              4.136              3.127              1.956              0.628              0.675              0.631              1.034              0.176              0.134              0.046              0.044              0.020              0.010              0.004              0.002              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         34.424         38.768          2.516          0.249         33.168        135.099        264.065         37.428         28.077          2.583          0.177         41.322        100.447              ?              ?              ?              ?        829.204              ?              ?              ?              ?          0.000        332.206        269.783         54.521        110.905        562.100        390.958        253.677        117.252        273.706        191.602          2.800       6373.592              ?          0.000        117.447         22.766       6038.976                 ?                      ?         71.337       4399.213          0.585              ?              ?          0.000          0.000         11.306         11.306          0.000          0.000         20.417          5.563          5.009         15.246          1.651          4.296         65.703       1240.778         62.312         36.835         27.718         29.009        262.105
      1996         4       120        29          7.000              5.438             11.037             15.631             17.672             16.308             18.100             29.058             44.735             52.964             55.042             53.816             62.388             65.645             63.912             66.849             64.617             66.009             67.353             50.569             16.859              1.818              5.321             19.153             11.576              6.113              5.790              8.199             11.346             15.390             18.066             19.034             20.414             16.701             12.071              8.771              5.809              4.141              3.130              1.957              0.629              0.516              0.857              1.628              0.166              0.138              0.041              0.049              0.022              0.011              0.004              0.002              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         37.868         39.143          3.167          0.255         49.778        134.683        263.373         40.924         28.392          3.236          0.181         57.932        100.047              ?              ?              ?              ?        844.000              ?              ?              ?              ?          0.000        332.206        269.783         54.618        110.889        592.500        406.002        254.236        119.870        286.132        195.430          3.457       6379.923              ?          0.000        119.883         22.940       6038.213                 ?                      ?         71.383       4660.282          0.606              ?              ?          0.000          0.000         11.073         11.073          0.000          0.000         23.352          6.068          5.098         13.523          1.916          3.908         66.831       1240.298         65.502         37.486         28.215         29.058        261.960
      1996         4       121        30          8.000              6.755             13.595             18.661             17.749             16.309             18.100             29.058             44.735             52.964             55.041             53.821             62.426             65.621             63.893             66.834             64.603             65.996             67.341             50.560             16.856              1.146              5.254             20.381             11.700              6.128              5.802              8.212             11.354             15.393             18.067             19.033             20.422             16.694             12.069              8.772              5.810              4.141              3.131              1.957              0.629              0.452              0.891              1.722              0.165              0.138              0.041              0.049              0.022              0.011              0.004              0.002              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         38.481         39.193          3.230          0.255         56.760        134.684        263.391         41.545         28.432          3.299          0.181         64.914        100.048              ?              ?              ?              ?        850.919              ?              ?              ?              ?          0.000          0.000          0.000          0.014         -0.002          7.400          0.416          0.065          0.182          0.234        196.094          3.521       6380.714              ?          0.000        120.111         22.910       6038.078                 ?                      ?         71.659       4714.472          0.611              ?              ?          0.000          0.000         11.010         11.010          0.000          0.000         23.842          6.155          5.114         13.194          1.917          3.846         66.892       1240.210         65.918         37.574         28.260         29.062         -0.019
      1996         5       136        15          8.000              7.564             15.307             19.789             24.989             25.098             28.340             43.752             61.938             63.514             63.999             54.582             62.865             65.366             63.648             66.639             64.404             65.816             67.173             50.435             16.814              0.802              1.919              3.275              6.723              9.560             12.176             17.778             19.488             18.587             20.767             19.235             20.455             16.622             12.037              8.781              5.832              4.158              3.143              1.963              0.632              0.434              0.714              1.564              0.460              0.309              0.127              0.136              0.057              0.026              0.014              0.003              0.004              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         12.719         68.296          3.172          0.642         67.649        190.885        278.569         17.499         54.222          3.326          0.475         80.198        146.579              ?              ?              ?              ?        932.031              ?              ?              ?              ?          0.000         79.127          9.962         32.894          2.898        114.600         25.626          0.943          6.115         19.511        203.934          3.868       6391.789              ?          0.000        126.273         21.334       6036.379                 ?                      ?         73.657       5213.250          0.647              ?              ?          0.000          0.000         10.295         10.295          0.000          0.000         29.171          7.487          6.013          3.813          1.669          3.521         69.988       1239.474         26.905         38.091         40.634         29.264         -0.297
      1996         5       151        30          8.000              5.879             11.923             17.356             24.015             24.723             27.981             43.323             61.508             63.312             64.768             57.611             63.176             65.219             63.462             66.475             64.232             65.659             67.026             50.325             16.778              1.523              2.470              5.159              7.212              9.603             12.300             18.835             20.219             18.729             21.000             20.190             20.459             16.581             12.014              8.791              5.853              4.180              3.161              1.973              0.636              0.504              0.742              1.324              0.307              0.238              0.123              0.149              0.066              0.031              0.016              0.009              0.004              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         16.364         70.322          2.877          0.591         59.173        189.191        282.430         21.165         56.155          2.996          0.457         71.535        145.174              ?              ?              ?              ?        924.752              ?              ?              ?              ?          0.000         90.300         14.395         35.414          4.198        135.800         53.383          1.668         12.115         41.268        210.887          3.534       6400.641              ?          0.000        129.566         21.749       6034.905                 ?                      ?         76.615       5604.770          0.674              ?              ?          0.000          0.000          9.825          9.825          0.000          0.000         33.420          8.554          6.739          5.713          1.687          3.572         71.437       1238.849         30.029         38.840         43.477         29.582         -0.545
      1996         6       166        14          8.000              5.086             10.828             16.636             22.063             22.669             25.859             40.838             58.803             61.705             63.146             58.948             63.444             65.123             63.315             66.338             64.084             65.522             66.896             50.227             16.745              2.504              4.723              7.781              8.219             10.319             12.618             19.397             20.178             18.825             20.842             20.625             20.494             16.556             11.999              8.804              5.874              4.203              3.182              1.987              0.642              0.477              0.814              1.293              0.302              0.246              0.126              0.154              0.073              0.037              0.019              0.012              0.004              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         23.227         71.924          2.886          0.618         54.613        179.021        281.513         28.386         57.353          3.009          0.476         65.948        136.835              ?              ?              ?              ?        908.276              ?              ?              ?              ?          0.000         90.255         15.122         35.289          4.390        140.200         73.646          2.280         16.707         56.939        219.771          3.577       6411.000              ?          0.000        132.315         22.044       6033.293                 ?                      ?         78.681       5892.585          0.692              ?              ?          0.000          0.000          9.386          9.386          0.000          0.000         38.176          9.718          7.512          9.821          1.722          3.610         72.426       1238.121         37.251         45.521         47.498         30.507         -0.762
      1996         6       181        29          8.000              3.658             10.940             17.539             25.439             25.315             26.410             40.846             58.372             61.449             62.806             59.454             63.699             65.059             63.196             66.223             63.955             65.400             66.781             50.140             16.716              3.463              4.021              7.835             10.039             11.227             12.476             18.696             19.200             17.847             19.605             19.875             19.630             16.529             11.988              8.817              5.894              4.223              3.203              2.001              0.647              0.497              0.791              1.023              0.270              0.230              0.119              0.144              0.069              0.034              0.016              0.010              0.004              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         25.358         70.522          2.581          0.579         57.576        181.667        281.742         30.972         55.986          2.696          0.447         70.233        138.286              ?              ?              ?              ?        913.396              ?              ?              ?              ?          0.000         93.763         15.367         36.578          4.437        165.400         93.196          2.806         32.360         60.836        217.216          3.227       6416.008              ?          0.000        136.018         27.343       6032.206                 ?                      ?         80.800       5966.750          0.697              ?              ?          0.000          0.000          3.909          3.909          0.000          0.000         41.665         10.534          8.053         10.096          1.629          4.432         73.508       1237.620         39.463         44.349         45.772         29.044         -0.951
      1996         7       196        14          8.000              2.244              8.088             17.011             23.670             24.182             26.315             40.535             57.975             61.159             62.503             59.785             63.932             65.020             63.098             66.123             63.842             65.292             66.678             50.062             16.690              4.272              4.865              9.161             10.573             11.501             12.778             18.953             19.405             17.983             19.599             19.962             19.669             16.504             11.981              8.831              5.914              4.243              3.222              2.015              0.652              0.436              0.628              0.930              0.290              0.244              0.131              0.160              0.078              0.041              0.022              0.015              0.005              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         28.871         71.629          2.284          0.633         51.013        179.587        281.819         34.622         56.887          2.406          0.491         63.104        136.916              ?              ?              ?              ?        904.204              ?              ?              ?              ?          0.000         93.797         15.586         36.530          4.478        169.700        106.227          3.266         41.428         64.799        222.083          3.003       6421.671              ?          0.000        137.230         28.014       6031.340                 ?                      ?         81.153       6000.872          0.699              ?              ?          0.000          0.000          4.490          4.490          0.000          0.000         43.343         11.284          8.544         12.191          1.374          4.591         72.997       1237.277         44.667         47.560         46.756         29.404         -1.117
      1996         7       211        29          8.000              6.552             13.171             18.360             21.087             21.629             23.956             37.499             55.636             59.696             61.215             59.102             63.925             64.989             63.017             66.036             63.742             65.196             66.584             49.991             16.666              1.735              6.249             12.600             11.332             11.923             12.992             19.266             19.553             18.165             19.625             20.009             19.692             16.483             11.976              8.845              5.933              4.263              3.241              2.028              0.657              0.314              0.555              1.038              0.315              0.254              0.140              0.172              0.085              0.046              0.027              0.020              0.006              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         31.916         72.816          2.222          0.674         59.170        168.568        279.079         37.877         57.772          2.349          0.524         69.984        127.906              ?              ?              ?              ?        898.048              ?              ?              ?              ?          0.000         93.780         15.666         36.498          4.482        187.100        129.374          3.673         44.843         84.531        226.568          2.992       6427.481              ?          0.000        138.753         28.563       6030.605                 ?                      ?         82.640       6050.544          0.702              ?              ?          0.000          0.000          8.053          8.053          0.000          0.000         44.779         12.058          9.057         12.184          1.215          4.745         72.984       1237.030         53.740         55.124         51.378         30.429         -1.262
