Summary_file = lysS113.sum
Title = south lysimeter
year,month,day,day_month,period,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),sw(11),sw(12),sw(13),sw(14),sw(15),sw(16),sw(17),sw(18),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3(11),no3(12),no3(13),no3(14),no3(15),nh4(1),nh4(2),nh4(3),nh4(4),nh4(5),nh4(6),nh4(7),nh4(8),nh4(9),nh4(10),nh4(11),nh4(12),nh4(13),nh4(14),nh4(15),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,T,ET,swdep(1),swdep(2),swdep(3),swdep(4),swdep(5),swdep(6),swdep(7),swdep(8),swdep(9),swdep(10),swdep(11),swdep(12),swdep(13),swdep(14),swdep(15),swdep(16),swdep(17),swdep(18),es,runoff,drain,eo,h,drain_25,drain_90,drain_180,cum_rain,cum_ET,cum_E,cum_T,cdrain_25,cdrain_90,cdrain180,cum_drain,no3(),nh4(),nit_tot(),leach_no3,cleach_25,cleach_90,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2.dnit[],sum@soiln2.dlt_n_min[],residue_n,residue_wt,residue_cover,L_dlt_n_fixed,P_dlt_n_fixed,W_biomass_n,W_root_n,L_biomass_n,L_root_n,C_biomass_n,C_root_n,P_biomass_n,P_root_n,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,cumnetdrain120
2001,5,150,30,    18.000,     0.058,     0.066,     0.119,     0.187,     0.217,     0.234,     0.222,     0.205,     0.209,     0.222,     0.249,     0.265,     0.275,     0.290,     0.302,     0.308,     0.310,     0.310,     0.848,     1.376,     3.628,     6.521,     9.453,     8.552,     6.316,     4.314,     4.293,     1.829,     1.214,     0.564,     0.526,     0.792,     1.227,     0.051,     0.071,     0.081,     0.250,     0.333,     0.174,     0.131,     0.088,     0.093,     0.035,     0.033,     0.015,     0.015,     0.019,     0.039,    30.378,    17.359,     0.960,     0.363,    50.491,   122.354,   252.935,    33.536,    13.594,     1.025,     0.282,    61.566,   107.485,     2.800,     0.000,     6.746,     0.290,     0.660,     2.386,     7.487,    16.247,    23.421,    22.150,    20.536,    31.392,    44.482,    49.710,    53.010,    55.002,    43.475,    30.239,    23.130,    15.476,     7.748,     5.826,     0.000,     0.000,    29.486,     0.000,     0.062,     0.000,     0.000,    30.550,    31.475,    31.475,     0.000,     0.594,     0.000,     0.000,     0.000,    53.903,     1.465,  4757.774,     0.000,     0.507,     0.050,     0.000,   207.346,    31.090,  4463.970,     0.000,     2.179,     1.240,   111.040,     0.037,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   264.581,    76.252,    56.253,    15.524,     0.564,     0.848,    61.713,  1113.832,    87.096,    58.180,    28.512,    13.675,     0.204
2001,6,162,11,    18.000,     0.231,     0.232,     0.234,     0.241,     0.245,     0.236,     0.222,     0.206,     0.209,     0.222,     0.249,     0.265,     0.275,     0.290,     0.302,     0.308,     0.309,     0.310,     2.040,     3.244,     5.433,     8.477,    11.869,     9.064,     6.534,     4.461,     4.463,     1.925,     1.274,     0.601,     0.563,     0.862,     1.281,     2.316,     3.814,     6.903,     3.349,     0.572,     0.174,     0.130,     0.087,     0.092,     0.035,     0.033,     0.016,     0.015,     0.020,     0.039,    40.127,    18.020,    17.128,     0.360,    59.784,   122.532,   252.934,    43.394,    14.116,    17.193,     0.279,    70.867,   107.509,    17.800,     0.000,     7.373,     1.153,     2.318,     4.685,     9.655,    18.403,    23.570,    22.165,    20.552,    31.390,    44.485,    49.709,    53.011,    55.003,    43.502,    30.245,    23.114,    15.464,     7.741,     8.476,     0.000,     0.000,    21.371,     0.000,     0.031,     0.000,     0.000,    48.350,    39.951,    39.951,     0.000,     0.626,     0.000,     0.000,     0.000,    64.590,    17.629,  4782.971,     0.000,     0.605,     0.062,     0.000,   206.951,    30.088,  4463.714,     0.000,     1.991,     1.043,    93.362,     0.031,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   265.246,    76.493,    56.470,    23.150,    16.573,     0.814,    61.543,  1113.648,    87.800,    64.493,    29.478,    14.217,     0.203
2001,6,177,26,    18.000,     0.218,     0.224,     0.230,     0.241,     0.248,     0.249,     0.252,     0.227,     0.209,     0.222,     0.249,     0.265,     0.275,     0.290,     0.302,     0.308,     0.309,     0.309,     3.299,     5.150,     7.801,     9.572,    13.489,    11.911,     8.442,     5.268,     4.618,     2.021,     1.327,     0.639,     0.601,     0.940,     1.328,     3.319,     4.727,     6.968,     4.305,     1.315,     0.248,     0.136,     0.112,     0.095,     0.036,     0.035,     0.016,     0.016,     0.022,     0.039,    51.222,    21.013,    20.882,     0.397,    61.078,   129.085,   252.935,    55.443,    16.128,    20.950,     0.311,    73.699,   111.217,    29.450,     0.000,    22.491,     1.091,     2.243,     4.610,     9.649,    18.604,    24.881,    25.242,    22.716,    31.392,    44.488,    49.708,    53.011,    55.005,    43.535,    30.250,    23.096,    15.450,     7.734,    22.910,     0.000,     0.000,    23.202,     0.000,     5.251,     0.000,     0.000,    77.800,    62.860,    62.860,     0.000,     5.871,     0.000,     0.000,     0.000,    78.950,    21.427,  4799.739,     0.000,     3.173,     0.077,     0.000,   206.637,    29.205,  4463.520,     0.533,     1.735,     0.842,    75.417,     0.025,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   265.888,    76.664,    56.630,    30.318,    19.757,     0.781,    61.382,  1113.488,    99.205,    72.505,    33.445,    14.710,     0.205
2001,7,192,11,    18.000,     0.269,     0.270,     0.270,     0.271,     0.266,     0.254,     0.248,     0.233,     0.209,     0.222,     0.249,     0.265,     0.275,     0.290,     0.303,     0.308,     0.309,     0.309,     2.651,     4.231,     7.118,    13.576,    19.623,    13.415,     8.558,     5.634,     4.778,     2.114,     1.377,     0.675,     0.639,     1.016,     1.371,     1.119,     1.815,     3.226,     3.976,     1.359,     0.241,     0.136,     0.127,     0.097,     0.037,     0.035,     0.017,     0.016,     0.023,     0.040,    60.614,    21.772,    11.736,     0.415,    65.651,   129.818,   252.936,    64.893,    16.805,    11.804,     0.329,    78.039,   111.632,    19.850,     0.042,    15.460,     1.346,     2.696,     5.401,    10.857,    19.915,    25.436,    24.776,    23.344,    31.408,    44.492,    49.707,    53.012,    55.007,    43.569,    30.252,    23.079,    15.436,     7.727,    15.049,     0.000,     0.000,    25.530,     0.000,     0.143,     0.000,     0.000,    97.650,    77.958,    77.911,     0.047,     6.052,     0.000,     0.000,     0.000,    89.360,    12.299,  4799.591,     0.000,     3.499,     0.092,     0.000,   206.187,    28.425,  4463.317,     0.079,     1.608,     0.739,    66.156,     0.022,     0.000,     0.000,     0.053,     0.014,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   266.456,    76.829,    56.781,    34.117,    10.589,     0.756,    61.147,  1113.330,   125.039,    98.534,    34.542,    15.211,     0.202
2001,7,204,23,    18.000,     0.076,     0.180,     0.209,     0.228,     0.241,     0.247,     0.247,     0.237,     0.210,     0.222,     0.249,     0.265,     0.275,     0.291,     0.303,     0.308,     0.309,     0.309,     1.850,     6.922,    11.315,    12.814,    18.885,    13.788,     8.826,     5.919,     4.920,     2.192,     1.418,     0.704,     0.671,     1.077,     1.403,     0.671,     0.942,     1.473,     1.978,     0.953,     0.216,     0.135,     0.130,     0.097,     0.037,     0.035,     0.017,     0.017,     0.024,     0.040,    65.574,    22.566,     6.233,     0.417,    58.223,   129.442,   252.935,    69.987,    17.444,     6.300,     0.331,    70.580,   112.030,    11.450,     0.159,    19.046,     0.381,     1.801,     4.188,     9.107,    18.049,    24.697,    24.714,    23.744,    31.434,    44.495,    49.706,    53.012,    55.008,    43.595,    30.253,    23.066,    15.426,     7.722,    18.323,     0.000,     0.000,    20.971,     0.000,     0.410,     0.000,     0.000,   109.100,    96.469,    96.234,     0.235,     6.430,     0.000,     0.000,     0.000,    95.320,     6.801,  4798.763,     0.000,     3.928,     0.104,     0.000,   205.722,    27.811,  4463.110,     0.105,     1.503,     0.614,    54.966,     0.019,     0.000,     0.000,     0.130,     0.022,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   267.058,    76.982,    56.917,    39.196,     5.382,     0.729,    60.909,  1113.169,   140.695,   104.633,    35.712,    15.651,     0.203
2001,7,205,24,    18.000,     0.104,     0.186,     0.207,     0.224,     0.238,     0.246,     0.247,     0.238,     0.210,     0.222,     0.249,     0.265,     0.275,     0.291,     0.303,     0.308,     0.309,     0.309,     2.092,     6.654,    11.586,    13.006,    18.703,    13.742,     8.822,     5.942,     4.932,     2.198,     1.422,     0.707,     0.673,     1.082,     1.406,     0.655,     0.903,     1.398,     1.853,     0.908,     0.214,     0.135,     0.131,     0.097,     0.037,     0.035,     0.017,     0.017,     0.024,     0.040,    65.783,    22.605,     5.931,     0.418,    57.945,   129.339,   252.934,    70.194,    17.483,     5.998,     0.333,    70.285,   112.044,     1.000,     0.034,     0.803,     0.522,     1.856,     4.145,     8.972,    17.853,    24.597,    24.681,    23.771,    31.437,    44.495,    49.706,    53.012,    55.008,    43.597,    30.253,    23.065,    15.425,     7.721,     1.238,     0.000,     0.000,     1.864,     0.000,     0.004,     0.000,     0.000,   110.100,    97.750,    97.472,     0.278,     6.433,     0.000,     0.000,     0.000,    95.586,     6.499,  4798.608,     0.000,     3.949,     0.105,     0.000,   205.673,    27.759,  4463.090,     0.000,     0.127,     0.610,    54.581,     0.018,     0.000,     0.000,     0.144,     0.024,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   267.106,    76.996,    56.929,    39.572,     5.112,     0.727,    60.884,  1113.155,   144.954,   104.763,    35.744,    15.689,     0.203
2001,8,220,8,    18.000,     0.246,     0.247,     0.248,     0.251,     0.251,     0.243,     0.241,     0.239,     0.210,     0.222,     0.249,     0.265,     0.275,     0.291,     0.303,     0.307,     0.308,     0.309,     2.588,     4.232,     7.625,    14.355,    21.509,    13.609,     8.387,     5.932,     5.085,     2.296,     1.473,     0.743,     0.713,     1.156,     1.443,     0.191,     0.341,     0.636,     0.951,     0.607,     0.195,     0.133,     0.131,     0.098,     0.038,     0.036,     0.017,     0.017,     0.025,     0.040,    63.918,    22.437,     2.921,     0.418,    61.825,   128.654,   252.936,    68.112,    17.507,     2.987,     0.333,    73.877,   111.931,     8.250,     1.529,    17.245,     1.232,     2.468,     4.950,    10.025,    18.832,    24.318,    24.103,    23.894,    31.487,    44.499,    49.705,    53.013,    55.010,    43.630,    30.252,    23.049,    15.414,     7.715,    15.972,     0.000,     0.000,    30.086,     0.000,     0.029,     0.000,     0.000,   131.150,   115.323,   113.446,     1.877,     6.463,     0.000,     0.000,     0.000,    93.802,     3.492,  4792.028,     0.000,     4.268,     0.120,     0.000,   204.900,    27.037,  4462.798,     0.002,     1.894,     0.547,    49.022,     0.017,     0.000,     0.000,     0.732,     0.098,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   267.848,    77.200,    57.105,    35.970,     2.321,     0.699,    60.471,  1112.940,   143.191,   114.216,    34.795,    16.150,     0.201
2001,8,233,21,    18.000,     0.216,     0.220,     0.225,     0.231,     0.224,     0.222,     0.223,     0.230,     0.210,     0.223,     0.249,     0.265,     0.275,     0.291,     0.303,     0.307,     0.308,     0.308,     1.529,     2.650,     5.280,    11.695,    15.233,     9.432,     5.853,     4.648,     4.711,     2.382,     1.520,     0.776,     0.749,     1.221,     1.476,     0.079,     0.163,     0.329,     0.502,     0.427,     0.179,     0.130,     0.129,     0.098,     0.038,     0.036,     0.018,     0.017,     0.026,     0.039,    45.819,    18.354,     1.679,     0.413,    56.024,   123.854,   252.936,    48.745,    14.667,     1.744,     0.330,    67.171,   110.138,    11.050,     7.695,    20.025,     1.082,     2.204,     4.494,     9.244,    16.781,    22.219,    22.293,    22.983,    31.507,    44.502,    49.704,    53.013,    55.012,    43.657,    30.251,    23.037,    15.404,     7.710,    11.686,     0.000,     0.000,    29.524,     0.000,     0.013,     0.000,     0.000,   142.200,   134.876,   125.132,     9.744,     6.472,     0.000,     0.000,     0.000,    71.841,     2.243,  4767.072,     0.000,     4.495,     0.133,     0.000,   204.110,    26.404,  4462.474,     0.000,     1.931,     0.440,    39.372,     0.013,     0.000,     0.000,     2.917,     0.413,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   268.660,    77.410,    57.281,    26.232,     1.215,     0.671,    60.074,  1112.706,   126.512,    90.775,    26.252,    14.953,     0.198
2001,9,248,5,    18.000,     0.254,     0.254,     0.254,     0.256,     0.252,     0.227,     0.208,     0.221,     0.210,     0.223,     0.249,     0.265,     0.275,     0.291,     0.302,     0.307,     0.308,     0.308,     6.120,     9.585,     7.686,     1.523,     2.684,     2.132,     1.662,     1.713,     2.874,     2.454,     1.567,     0.811,     0.787,     1.288,     1.504,     4.379,    16.017,     3.742,     0.407,     0.386,     0.188,     0.130,     0.126,     0.098,     0.038,     0.036,     0.018,     0.018,     0.028,     0.039,    29.730,     9.486,    25.119,     0.410,    60.697,   121.896,   252.936,    30.561,     7.872,    25.184,     0.327,    71.103,   108.482,    32.050,    15.513,    28.718,     1.268,     2.539,     5.085,    10.227,    18.916,    22.662,    20.812,    22.060,    31.510,    44.506,    49.703,    53.014,    55.014,    43.688,    30.248,    23.023,    15.393,     7.705,    13.110,     0.000,     0.000,    35.339,     0.000,     0.253,     0.000,     0.000,   174.250,   164.651,   138.242,    26.409,     6.726,     0.000,     0.000,     0.000,    47.104,    25.684,  4763.989,     0.000,     4.734,     0.148,     0.000,   203.263,    25.799,  4462.139,     0.044,     1.998,     0.317,    28.376,     0.010,     0.000,     0.000,     7.418,     1.205,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   269.566,    77.616,    57.455,    25.809,    24.674,     0.637,    59.621,  1112.462,    14.890,    14.188,     7.986,     9.121,     0.197
2001,9,263,20,    18.000,     0.061,     0.075,     0.133,     0.135,     0.159,     0.193,     0.192,     0.206,     0.209,     0.223,     0.249,     0.265,     0.275,     0.291,     0.302,     0.307,     0.308,     0.308,     0.358,     0.663,     1.953,     2.359,     0.835,     0.247,     0.201,     0.278,     0.839,     1.796,     1.618,     0.849,     0.829,     1.360,     1.537,     0.924,     1.307,     1.823,     2.203,     0.936,     0.198,     0.120,     0.105,     0.096,     0.038,     0.036,     0.018,     0.018,     0.029,     0.039,     6.415,     3.923,     7.391,     0.377,    40.414,   115.318,   252.935,     6.516,     3.013,     7.451,     0.299,    49.991,   106.062,    25.050,    39.932,    49.299,     0.307,     0.755,     2.665,     5.408,    11.943,    19.336,    19.153,    20.581,    31.397,    44.508,    49.702,    53.015,    55.016,    43.718,    30.244,    23.009,    15.383,     7.699,     8.819,     0.000,     0.000,    46.943,     0.000,     0.049,     0.000,     0.000,   199.300,   213.236,   147.060,    66.176,     6.774,     0.000,     0.000,     0.000,    18.467,     7.921,  4715.493,     0.000,     4.744,     0.163,     0.000,   202.239,    25.131,  4461.736,     0.016,     2.305,     0.195,    17.433,     0.006,     0.000,     0.000,    10.947,     2.485,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   270.542,    77.882,    57.682,     5.611,     6.569,     0.607,    59.127,  1112.185,    43.616,     6.989,     1.048,     2.673,     0.194
2001,9,268,25,    18.000,     0.226,     0.225,     0.219,     0.140,     0.146,     0.183,     0.183,     0.199,     0.208,     0.223,     0.249,     0.265,     0.275,     0.292,     0.302,     0.307,     0.308,     0.308,     0.349,     0.865,     1.983,     3.190,     0.971,     0.263,     0.187,     0.231,     0.583,     1.538,     1.638,     0.864,     0.846,     1.387,     1.552,     0.357,     0.867,     1.508,     1.045,     0.668,     0.147,     0.099,     0.086,     0.091,     0.038,     0.036,     0.018,     0.018,     0.029,     0.038,     7.621,     3.358,     4.592,     0.332,    42.662,   112.570,   252.937,     7.714,     2.445,     4.641,     0.264,    51.806,   104.756,     7.350,     5.078,     6.804,     1.132,     2.250,     4.385,     5.586,    10.983,    18.326,    18.287,    19.861,    31.245,    44.506,    49.702,    53.015,    55.017,    43.728,    30.243,    23.005,    15.380,     7.698,     1.918,     0.000,     0.000,    17.734,     0.000,     0.000,     0.000,     0.000,   206.650,   220.076,   148.978,    71.098,     6.774,     0.000,     0.000,     0.000,    19.206,     5.078,  4712.769,     0.000,     4.744,     0.165,     0.000,   201.971,    24.863,  4461.650,     0.000,     0.694,     0.152,    13.634,     0.005,     0.000,     0.000,    10.999,     2.686,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   270.741,    77.967,    57.773,     6.711,     4.000,     0.601,    59.047,  1112.132,    57.110,     8.842,     1.021,     1.865,     0.196
2001,10,276,3,    18.000,     0.081,     0.154,     0.150,     0.148,     0.137,     0.171,     0.172,     0.191,     0.207,     0.223,     0.249,     0.265,     0.275,     0.292,     0.302,     0.307,     0.308,     0.308,     0.212,     0.642,     1.172,     2.933,     1.509,     0.407,     0.267,     0.297,     0.639,     1.537,     1.663,     0.887,     0.871,     1.427,     1.573,     0.151,     0.257,     0.529,     0.480,     0.373,     0.100,     0.074,     0.066,     0.087,     0.038,     0.036,     0.018,     0.018,     0.029,     0.038,     6.875,     3.571,     1.890,     0.283,    38.222,   109.218,   252.934,     7.009,     2.606,     1.927,     0.228,    46.801,   103.211,     9.550,    11.331,    14.918,     0.407,     1.539,     2.992,     5.903,    10.302,    17.079,    17.158,    19.076,    31.054,    44.502,    49.701,    53.015,    55.018,    43.743,    30.240,    22.998,    15.375,     7.695,     3.930,     0.000,     0.000,    32.072,     0.000,     0.000,     0.000,     0.000,   216.200,   236.177,   152.908,    83.269,     6.774,     0.000,     0.000,     0.000,    18.816,     2.325,  4708.761,     0.000,     4.744,     0.169,     0.000,   201.605,    24.493,  4461.522,     0.000,     0.943,     0.106,     9.504,     0.003,     0.000,     0.000,    10.999,     3.050,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   271.130,    78.041,    57.859,     5.462,     1.541,     0.590,    58.846,  1112.021,    49.692,    14.649,     1.557,     2.056,     0.195
2001,10,291,18,    18.000,     0.110,     0.107,     0.136,     0.136,     0.158,     0.156,     0.157,     0.181,     0.205,     0.222,     0.249,     0.265,     0.275,     0.292,     0.302,     0.306,     0.307,     0.308,     0.064,     0.151,     0.340,     0.992,     2.459,     0.589,     0.340,     0.367,     0.759,     1.582,     1.701,     0.925,     0.915,     1.498,     1.605,     0.039,     0.076,     0.139,     0.244,     0.282,     0.049,     0.039,     0.043,     0.082,     0.038,     0.037,     0.018,     0.018,     0.031,     0.038,     4.595,     3.898,     0.829,     0.221,    37.320,   105.085,   252.936,     4.765,     2.878,     0.849,     0.183,    45.184,   101.225,    29.650,    26.051,    34.279,     0.551,     1.068,     2.725,     5.458,    11.879,    15.639,    15.729,    18.072,    30.794,    44.494,    49.701,    53.016,    55.021,    43.772,    30.235,    22.986,    15.366,     7.690,     8.030,     0.000,     0.000,    54.174,     0.000,     0.000,     0.000,     0.000,   245.850,   269.430,   160.938,   108.492,     6.774,     0.000,     0.000,     0.000,    17.097,     1.204,  4704.447,     0.000,     4.751,     0.176,     0.000,   200.961,    23.917,  4461.268,     0.000,     1.544,     0.066,     5.906,     0.002,     0.000,     0.000,    11.032,     3.370,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   271.893,    78.160,    57.923,     2.367,     0.592,     0.567,    58.385,  1111.800,    18.181,    20.703,     2.159,     2.466,     0.194
2001,10,296,23,    18.000,     0.256,     0.256,     0.255,     0.249,     0.196,     0.152,     0.153,     0.177,     0.205,     0.222,     0.249,     0.265,     0.275,     0.292,     0.302,     0.306,     0.307,     0.308,     0.030,     0.079,     0.202,     0.908,     2.691,     0.623,     0.351,     0.381,     0.797,     1.598,     1.713,     0.938,     0.930,     1.521,     1.615,     0.024,     0.054,     0.112,     0.208,     0.266,     0.039,     0.031,     0.035,     0.080,     0.038,     0.037,     0.018,     0.018,     0.031,     0.038,     4.533,     3.984,     0.703,     0.203,    48.793,   103.747,   252.937,     4.708,     2.951,     0.719,     0.168,    56.444,   100.510,    15.650,     3.999,     5.550,     1.278,     2.557,     5.102,     9.951,    14.681,    15.224,    15.302,    17.689,    30.682,    44.488,    49.700,    53.016,    55.022,    43.781,    30.234,    22.982,    15.363,     7.689,     1.295,     0.000,     0.000,    21.397,     0.000,     0.000,     0.000,     0.000,   261.500,   274.534,   162.232,   112.302,     6.774,     0.000,     0.000,     0.000,    17.198,     1.060,  4704.016,     0.000,     4.756,     0.179,     0.000,   200.816,    23.735,  4461.206,     0.000,     0.406,     0.056,     4.983,     0.002,     0.000,     0.000,    11.036,     3.381,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   272.067,    78.195,    57.933,     2.116,     0.487,     0.563,    58.280,  1111.746,     9.129,    18.332,     2.292,     2.596,     0.196
2001,11,311,7,    18.000,     0.084,     0.176,     0.183,     0.163,     0.139,     0.149,     0.149,     0.172,     0.203,     0.222,     0.248,     0.265,     0.275,     0.292,     0.302,     0.306,     0.307,     0.307,     0.036,     0.117,     0.225,     0.714,     1.949,     0.707,     0.375,     0.419,     0.930,     1.655,     1.758,     0.980,     0.978,     1.594,     1.650,     0.028,     0.059,     0.100,     0.123,     0.208,     0.034,     0.024,     0.022,     0.072,     0.038,     0.036,     0.019,     0.019,     0.032,     0.037,     3.748,     4.258,     0.552,     0.174,    37.643,   102.260,   252.936,     3.935,     3.191,     0.564,     0.144,    45.097,    99.550,    13.950,    18.715,    24.996,     0.418,     1.764,     3.669,     6.513,    10.395,    14.884,    14.907,    17.155,    30.465,    44.477,    49.699,    53.017,    55.025,    43.808,    30.228,    22.970,    15.354,     7.684,     7.040,     0.000,     0.000,    70.409,     0.000,     0.000,     0.000,     0.000,   275.450,   300.795,   169.272,   131.523,     6.774,     0.000,     0.000,     0.000,    16.939,     0.879,  4702.011,     0.000,     4.771,     0.186,     0.000,   200.143,    23.142,  4460.907,     0.000,     1.611,     0.029,     2.583,     0.001,     0.000,     0.000,    11.046,     3.493,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   272.920,    78.317,    57.954,     1.742,     0.379,     0.542,    57.746,  1111.485,    10.962,    18.748,     2.516,     3.053,     0.192
2001,11,326,22,    18.000,     0.058,     0.065,     0.107,     0.130,     0.132,     0.148,     0.149,     0.170,     0.202,     0.222,     0.248,     0.265,     0.275,     0.292,     0.302,     0.306,     0.307,     0.307,     0.080,     0.132,     0.340,     0.837,     1.951,     0.769,     0.392,     0.443,     1.060,     1.716,     1.805,     1.022,     1.026,     1.667,     1.684,     0.030,     0.045,     0.057,     0.067,     0.106,     0.035,     0.023,     0.020,     0.067,     0.037,     0.036,     0.019,     0.019,     0.033,     0.037,     4.109,     4.513,     0.340,     0.165,    33.073,   101.968,   252.936,     4.305,     3.415,     0.352,     0.135,    40.504,    99.316,     5.200,     5.888,    12.355,     0.291,     0.654,     2.144,     5.201,     9.936,    14.847,    14.862,    17.044,    30.366,    44.475,    49.698,    53.017,    55.027,    43.835,    30.223,    22.959,    15.346,     7.680,     5.583,     0.000,     0.000,    76.498,     0.000,     0.000,     0.000,     0.000,   280.650,   310.820,   174.854,   135.966,     6.774,     0.000,     0.000,     0.000,    17.811,     0.660,  4701.596,     0.000,     4.786,     0.194,     0.000,   199.779,    22.575,  4460.771,     0.000,     1.092,     0.015,     1.325,     0.000,     0.000,     0.000,    11.085,     3.420,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   273.439,    78.353,    57.955,     2.039,     0.234,     0.530,    57.424,  1111.321,    16.094,    19.634,     2.639,     3.492,     0.195
2001,11,327,23,    18.000,     0.058,     0.065,     0.100,     0.130,     0.132,     0.148,     0.149,     0.170,     0.202,     0.222,     0.248,     0.265,     0.275,     0.292,     0.302,     0.306,     0.307,     0.307,     0.084,     0.137,     0.332,     0.853,     1.954,     0.773,     0.393,     0.445,     1.069,     1.720,     1.808,     1.025,     1.030,     1.672,     1.686,     0.030,     0.045,     0.057,     0.065,     0.103,     0.035,     0.023,     0.020,     0.066,     0.037,     0.036,     0.019,     0.019,     0.033,     0.037,     4.133,     4.531,     0.335,     0.164,    32.929,   101.968,   252.937,     4.330,     3.431,     0.347,     0.134,    40.360,    99.316,     0.000,     0.000,     0.162,     0.292,     0.652,     2.004,     5.198,     9.936,    14.847,    14.862,    17.044,    30.366,    44.475,    49.698,    53.017,    55.028,    43.837,    30.223,    22.958,    15.345,     7.680,     0.144,     0.000,     0.000,     3.282,     0.000,     0.000,     0.000,     0.000,   280.650,   310.964,   174.998,   135.966,     6.774,     0.000,     0.000,     0.000,    17.870,     0.655,  4701.595,     0.000,     4.787,     0.194,     0.000,   199.766,    22.538,  4460.766,     0.000,     0.055,     0.014,     1.274,     0.000,     0.000,     0.000,    11.085,     3.415,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   273.456,    78.356,    57.955,     2.057,     0.231,     0.530,    57.415,  1111.315,    16.420,    19.668,     2.647,     3.521,     0.195
2001,12,338,4,    18.000,     0.054,     0.057,     0.062,     0.118,     0.132,     0.148,     0.149,     0.170,     0.202,     0.222,     0.248,     0.265,     0.275,     0.292,     0.302,     0.306,     0.307,     0.307,     0.123,     0.186,     0.312,     0.928,     1.995,     0.819,     0.408,     0.466,     1.184,     1.776,     1.850,     1.059,     1.068,     1.727,     1.713,     0.030,     0.042,     0.058,     0.078,     0.095,     0.036,     0.024,     0.022,     0.064,     0.037,     0.036,     0.019,     0.019,     0.033,     0.036,     4.363,     4.759,     0.339,     0.165,    31.601,   101.968,   252.938,     4.567,     3.630,     0.351,     0.135,    39.033,    99.314,     0.000,     0.000,     1.379,     0.271,     0.566,     1.249,     4.730,     9.936,    14.849,    14.863,    17.046,    30.361,    44.476,    49.698,    53.018,    55.030,    43.856,    30.218,    22.950,    15.340,     7.677,     1.328,     0.000,     0.000,    69.000,     0.000,     0.000,     0.000,     0.000,   280.650,   312.290,   176.324,   135.966,     6.774,     0.000,     0.000,     0.000,    18.526,     0.659,  4701.597,     0.000,     4.798,     0.200,     0.000,   199.598,    22.094,  4460.719,     0.000,     0.662,     0.013,     1.165,     0.000,     0.000,     0.000,    11.085,     3.363,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   273.633,    78.393,    57.960,     2.214,     0.240,     0.527,    57.308,  1111.250,    19.618,    20.082,     2.744,     3.900,     0.197
