Summary_file = p12-99.sum
Title = south plots
           year          month            day      day_month       W_rlv(1)       W_rlv(2)       W_rlv(3)       W_rlv(4)       W_rlv(5)       W_rlv(6)       W_rlv(7)       W_rlv(8)       W_rlv(9)      W_rlv(10)      W_rlv(11)      W_rlv(12)      W_rlv(13)      W_rlv(14)      W_rlv(15)      W_rlv(16)        W_swdef        W_nfact   W_root_depth          W_lai          W_sla      W_biomass      W_root_wt      W_leaf_wt     W_dleaf_wt      W_stem_wt    W_flower_wt     W_grain_wt    W_biomass_n       W_root_n       W_leaf_n      W_dleaf_n       W_stem_n     W_flower_n      W_grain_n    W_flowering     W_maturity  W_gbiomass_wt   W_gbiomass_n    W_stover_wt     W_stover_n       L_rlv(1)       L_rlv(2)       L_rlv(3)       L_rlv(4)       L_rlv(5)       L_rlv(6)       L_rlv(7)       L_rlv(8)       L_rlv(9)      L_rlv(10)      L_rlv(11)      L_rlv(12)      L_rlv(13)      L_rlv(14)      L_rlv(15)      L_rlv(16)      L_rlv(17)      L_rlv(18)      L_rlv(19)      L_rlv(20)      L_rlv(21)      L_rlv(22)      L_rlv(23)      L_rlv(24)      L_rlv(25)      L_rlv(26)      L_rlv(27)      L_rlv(28)        L_swdef        L_nfact       L_plants     L_n_uptake   L_root_depth       L_height        L_stage     L_cover_gr    L_sw_demand          L_lai       L_status      L_biomass    L_biomass_n      L_root_wt  L_dlt_n_fixed  L_gbiomass_wt   L_gbiomass_n       C_rlv(1)       C_rlv(2)       C_rlv(3)       C_rlv(4)       C_rlv(5)       C_rlv(6)       C_rlv(7)       C_rlv(8)       C_rlv(9)      C_rlv(10)      C_rlv(11)      C_rlv(12)      C_rlv(13)      C_rlv(14)      C_rlv(15)      C_rlv(16)        C_swdef        C_nfact   C_root_depth        C_stage          C_lai          C_pai      C_biomass      C_root_wt      C_leaf_wt      C_stem_wt       C_pod_wt     C_grain_wt    C_biomass_n       C_root_n       C_leaf_n       C_stem_n        C_pod_n      C_grain_n     C_n_uptake        C_yield    C_flowering     C_maturity  C_gbiomass_wt   C_gbiomass_n
           2001              8            241             29          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.008          0.016          0.020          0.022          0.024          0.010          0.008          0.007          0.003          0.004          0.003          0.003          0.002          0.002          0.002          0.003          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.003          0.003          0.002          1.000          1.000        300.000          2.859       6000.000         50.000          6.477          0.193          0.202          0.267          alive         57.480          2.859        179.370          0.008         50.984          2.729          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001              8            242             30          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.008          0.016          0.020          0.022          0.024          0.010          0.008          0.007          0.003          0.004          0.003          0.003          0.002          0.002          0.002          0.003          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.003          0.003          0.002          1.000          1.000        300.000          2.894       6000.000         50.000          4.023          0.000          0.000          0.000          alive         52.033          2.894        160.627          0.068         46.337          2.780          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001              9            257             14          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.008          0.015          0.020          0.022          0.023          0.010          0.008          0.007          0.003          0.003          0.003          0.002          0.002          0.002          0.002          0.003          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.003          0.003          0.002          1.000          1.000        300.000          2.833       6000.000         50.000          4.411          0.003          0.003          0.004          alive         49.109          2.833        149.025          0.000         46.469          2.780          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001              9            268             25          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.008          0.015          0.019          0.021          0.022          0.010          0.008          0.007          0.003          0.003          0.003          0.002          0.002          0.002          0.002          0.003          0.002          0.002          0.001          0.001          0.002          0.002          0.002          0.002          0.003          0.003          0.002          1.000          1.000        300.000          2.817       6000.000         50.000          4.829          0.025          0.012          0.031          alive         48.980          2.817        141.277          0.007         47.479          2.787          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001             10            283             10          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.004          0.009          0.018          0.022          0.024          0.025          0.012          0.007          0.007          0.003          0.003          0.003          0.002          0.002          0.002          0.002          0.003          0.002          0.002          0.001          0.001          0.002          0.002          0.002          0.002          0.003          0.003          0.003          0.942          1.000        300.000          5.316       6000.000         78.845          5.449          0.505          3.548          0.879          alive        138.518          5.316        164.898          1.989        136.700          5.279          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001             10            284             11          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.004          0.009          0.018          0.022          0.024          0.025          0.012          0.007          0.007          0.003          0.003          0.003          0.002          0.002          0.002          0.002          0.003          0.002          0.002          0.001          0.001          0.002          0.002          0.002          0.002          0.003          0.003          0.003          1.000          1.000        300.000          3.483       6000.000         54.238          4.036          0.000          0.000          0.000          alive         67.543          3.483        147.666          0.213         66.587          3.464          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001             10            296             23          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.004          0.009          0.017          0.022          0.024          0.025          0.011          0.007          0.006          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.003          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.003          1.000          1.000        300.000          4.117       6000.000         57.077          4.406          0.141          0.317          0.190          alive         74.938          4.117        140.978          0.384         74.422          4.106          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001             11            311              7          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.004          0.010          0.019          0.024          0.027          0.028          0.013          0.007          0.006          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.003          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.003          0.690          1.000        300.000          8.691       6000.000        103.809          5.000          0.531          3.949          0.945          alive        191.422          8.691        161.202          3.120        184.848          8.560          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001             11            326             22          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.004          0.009          0.020          0.025          0.027          0.029          0.014          0.007          0.006          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.003          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.004          0.149          1.000        300.000          8.753       6000.000        118.616          5.907          0.588          4.646          1.107          alive        214.744          8.753        162.572          0.282        194.434          8.347          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001             11            327             23          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.004          0.009          0.020          0.025          0.027          0.029          0.014          0.007          0.006          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.003          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.004          0.137          1.000        300.000          8.731       6000.000        118.616          5.988          0.590          2.421          1.115          alive        214.591          8.731        162.144          0.000        193.740          8.314          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001             12            338              4          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.009          0.019          0.024          0.026          0.029          0.014          0.007          0.006          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.003          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.004          0.058          1.000        300.000          8.467       6000.000        118.616          7.007          0.561          3.519          1.029          alive        205.364          8.467        157.117          0.021        179.406          7.948          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001             12            339              5          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.009          0.019          0.024          0.026          0.029          0.014          0.007          0.006          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.003          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.004          0.059          1.000        300.000          8.439       6000.000        118.616          7.009          0.559          3.453          1.022          alive        204.293          8.439        156.684          0.000        178.075          7.915          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001             12            348             14          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.004          0.009          0.019          0.024          0.026          0.028          0.014          0.007          0.006          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.003          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.004          0.081          1.000        300.000          8.176       6000.000        118.616          7.023          0.537          3.549          0.963          alive        194.447          8.176        152.982          0.000        167.083          7.629          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001             12            349             15          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.009          0.019          0.024          0.026          0.028          0.014          0.007          0.006          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.003          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.004          1.000          0.937        300.000          3.100       6000.000         50.000          4.058          0.000          0.004          0.001          alive         68.668          3.100        136.998          0.030         59.041          2.907          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2001             12            364             30          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.009          0.018          0.023          0.025          0.027          0.014          0.007          0.006          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.004          0.485          0.999        300.000          3.445       6000.000         50.000          4.799          0.081          1.230          0.106          alive         66.991          3.445        128.080          0.309         59.230          3.290          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2002              1              9              9          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.009          0.018          0.023          0.025          0.027          0.014          0.006          0.006          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.003          0.071          1.000        300.000          3.406       6000.000         50.000          5.433          0.119          2.075          0.158          alive         65.420          3.406        122.611          0.045         56.628          3.231          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2002              1             24             24          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.009          0.018          0.022          0.024          0.026          0.014          0.006          0.006          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.003          0.057          1.000        300.000          3.271       6000.000         50.000          7.004          0.123          0.965          0.164          alive         60.135          3.271        114.664          0.005         50.806          3.084          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2002              2             39              8          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.008          0.017          0.022          0.024          0.026          0.014          0.006          0.005          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.003          0.367          1.000         60.000          2.943       6000.000        184.320          4.099          0.000          0.000          0.000          alive         51.286          2.943         97.676          0.000         44.541          2.808          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2002              2             42             11          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.008          0.017          0.022          0.024          0.026          0.014          0.006          0.005          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.003          1.000          1.000         60.000          2.924       6000.000        184.367          4.235          0.001          0.007          0.001          alive         50.366          2.924         96.228          0.000         44.582          2.809          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2002              2             43             12          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.008          0.017          0.022          0.024          0.026          0.014          0.006          0.005          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.001          0.001          0.002          0.002          0.001          0.002          0.003          0.003          0.003          1.000          1.000         60.000          2.919       6000.000        184.422          4.288          0.002          0.014          0.003          alive         50.125          2.919         95.759          0.001         44.630          2.810          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2002              2             58             27          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.009          0.019          0.023          0.025          0.027          0.015          0.006          0.005          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.001          0.001          0.001          0.001          0.001          0.002          0.003          0.003          0.003          1.000          1.000         60.000          3.624       6000.000        261.259          5.237          0.224          2.021          0.317          alive         87.079          3.624        100.874          0.731         84.533          3.573          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2002              3             73             14          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.009          0.019          0.023          0.025          0.027          0.015          0.006          0.005          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.001          0.001          0.001          0.001          0.001          0.002          0.003          0.003          0.003          1.000          1.000         10.000          1.158       6000.000        483.510          4.716          0.016          0.131          0.020          alive         20.527          1.158         86.268          0.239         20.206          1.151          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2002              3             80             21          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.003          0.009          0.019          0.023          0.025          0.027          0.015          0.006          0.005          0.003          0.003          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.002          0.001          0.001          0.001          0.001          0.001          0.002          0.003          0.003          0.003          1.000          1.000         10.000          1.255       6000.000        500.000          5.088          0.039          0.324          0.050          alive         25.812          1.255         84.925          0.099         25.588          1.250          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
           2002              4             95              5          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000              ?          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            out          0.000          0.000          0.000          0.096          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000
